token_type,token,posts_count,profiles_count,likes_sum,likes_avg,views_sum,views_avg
word,применяется,4,4,682,170.5,83664,20916.0
word,приходят,4,2,473,118.25,21667,10833.5
word,проблемой,4,3,368,92.0,32378,16189.0
word,проведения,4,2,1736,434.0,0,0
word,происходит,4,4,432,108.0,817,817.0
word,проколы,4,2,1972,493.0,0,0
word,профессии,4,1,240,60.0,1563,781.5
word,профессиональный,4,2,224,56.0,0,0
word,профилактика,4,4,378,94.5,46865,11716.25
word,профилактики,4,3,546,136.5,3172,3172.0
word,профилактические,4,3,339,84.75,6841,2280.33
word,процедур,4,3,430,107.5,32737,16368.5
word,прошли,4,3,250,62.5,19046,6348.67
word,прошло,4,3,482,120.5,3481453,1160484.33
word,проще,4,2,1074,268.5,2856,952.0
word,проявление,4,2,179,44.75,1594,797.0
word,работать,4,3,258,64.5,13369,6684.5
word,работу,4,3,1131,282.75,3529074,1176358.0
word,радость,4,2,805,201.25,62686,62686.0
word,разгладить,4,2,555,138.75,81203,20300.75
word,разных,4,3,224,56.0,4890,1630.0
word,рамках,4,2,1036,259.0,11629,5814.5
word,распознать,4,4,256,64.0,3895,1947.5
word,рассказ,4,1,247,61.75,1496,748.0
word,режиме,4,2,396,99.0,28664,28664.0
word,результата,4,3,778,194.5,3450155,1725077.5
word,родинка,4,1,311,77.75,39560,9890.0
word,рубцы,4,2,140,35.0,8728,2182.0
word,своевременная,4,3,456,114.0,9358,3119.33
word,своему,4,3,220,55.0,4771,1192.75
word,сделали,4,2,594,148.5,61420,20473.33
word,сеанс,4,4,549,137.25,19476,9738.0
word,сеанса,4,2,695,173.75,33417,33417.0
word,семьи,4,3,520,130.0,8824,8824.0
word,сердца,4,2,205,51.25,0,0
word,силы,4,2,207,51.75,3248,812.0
word,симптомов,4,3,242,60.5,6725,3362.5
word,скоро,4,3,559,139.75,3451299,1150433.0
word,слабость,4,2,1545,386.25,215638,107819.0
word,случаях,4,4,632,158.0,3830,1915.0
word,сможете,4,2,482,120.5,13724,6862.0
word,совместно,4,2,1517,379.25,52961,17653.67
word,современные,4,3,810,202.5,0,0
word,современных,4,2,1119,279.75,1854,1854.0
word,создает,4,2,746,186.5,3934,1311.33
word,сон,4,3,463,115.75,11267,3755.67
word,состояния,4,3,590,147.5,11342,3780.67
word,сосудистых,4,1,348,87.0,78001,78001.0
word,спаек,4,1,1364,341.0,0,0
word,специалисту,4,4,341,85.25,1638,1638.0
word,спойлер,4,1,290,72.5,30340,10113.33
word,справиться,4,2,326,81.5,1767,883.5
word,справка,4,1,143,35.75,5997,2998.5
word,спросить,4,1,410,102.5,50484,12621.0
word,стадиях,4,3,1452,363.0,21836,10918.0
word,стоимости,4,2,2650,662.5,4306,2153.0
word,стоматолог,4,2,277,69.25,5469,1367.25
word,стоматолога,4,3,452,113.0,2003,1001.5
word,стресс,4,3,299,74.75,5963,2981.5
word,такой,4,3,659,164.75,599,599.0
word,теплом,4,2,2147,536.75,8632,4316.0
word,терапевт,4,2,321,80.25,4542,2271.0
word,терапевту,4,1,311,77.75,7640,2546.67
word,терпите,4,2,274,68.5,35667,17833.5
word,тонуса,4,4,423,105.75,84360,28120.0
word,травмы,4,2,259,64.75,3786,1262.0
word,тревожные,4,1,1374,343.5,4180,2090.0
word,тяжести,4,2,422,105.5,918,918.0
word,удалять,4,3,1294,323.5,193409,64469.67
word,узнаете,4,3,217,54.25,8465,2116.25
word,узнайте,4,2,407,101.75,4627,2313.5
word,улучшение,4,2,608,152.0,78001,78001.0
word,улучшения,4,4,665,166.25,1646,823.0
word,ультразвуковой,4,3,654,163.5,9522,4761.0
word,уровне,4,4,826,206.5,4906,1635.33
word,урологу,4,2,238,59.5,4136,1378.67
word,функций,4,3,413,103.25,1912,956.0
word,хирургическое,4,3,2294,573.5,336574,168287.0
word,хронических,4,2,1796,449.0,0,0
word,цель,4,2,576,144.0,3492,1746.0
word,цикла,4,2,624,156.0,3500,1750.0
word,часов,4,3,1966,491.5,3448773,1724386.5
word,частых,4,3,1600,400.0,216240,108120.0
word,часть,4,3,262,65.5,10622,3540.67
word,чек,4,3,922,230.5,784,784.0
word,человек,4,2,453,113.25,2391,2391.0
word,чувство,4,4,1778,444.5,216240,108120.0
word,эндокринологминск,4,1,657,164.25,2436,1218.0
word,эту,4,2,414,103.5,3462512,865628.0
word,эффективное,4,3,531,132.75,1153,1153.0
word,co2,3,1,144,48.0,38081,19040.5
word,merci,3,1,1317,439.0,0,0
word,oftalmolog,3,1,1317,439.0,0,0
word,активность,3,3,751,250.33,29839,14919.5
word,александровича,3,2,145,48.33,2728,1364.0
word,анальных,3,1,263,87.67,34497,34497.0
word,анастасия,3,2,126,42.0,891,445.5
word,андреевна,3,2,307,102.33,46860,15620.0
word,антибиотики,3,2,288,96.0,4186,2093.0
word,аппаратный,3,1,929,309.67,46796,46796.0
word,апреля,3,2,184,61.33,8824,8824.0
word,артроз,3,2,152,50.67,1927,963.5
word,бактерии,3,3,385,128.33,82771,27590.33
word,бедренной,3,1,4258,1419.33,0,0
word,безопасности,3,2,165,55.0,1386,693.0
word,безопасность,3,1,1203,401.0,66038,66038.0
word,безопасностью,3,2,276,92.0,1332,1332.0
word,блиц,3,1,155,51.67,338,338.0
word,болезненные,3,3,593,197.67,71640,35820.0
word,болей,3,2,727,242.33,34592,17296.0
word,больно,3,2,348,116.0,9990,3330.0
word,борьбы,3,2,344,114.67,10921,3640.33
word,быстрый,3,2,661,220.33,5308,2654.0
word,важные,3,2,606,202.0,9194,3064.67
word,вакцинацию,3,3,647,215.67,1153,1153.0
word,ведущих,3,2,242,80.67,0,0
word,вентральной,3,1,4258,1419.33,0,0
word,вены,3,3,312,104.0,2022,1011.0
word,вернуться,3,3,362,120.67,21122,10561.0
word,вес,3,1,556,185.33,1320,1320.0
word,весь,3,2,475,158.33,8373,4186.5
word,взрослые,3,2,232,77.33,9423,4711.5
word,визита,3,2,340,113.33,12704,12704.0
word,включает,3,2,151,50.33,1754,877.0
word,владимир,3,1,151,50.33,0,0
word,владимировну,3,1,153,51.0,21780,10890.0
word,владислав,3,2,322,107.33,6993,6993.0
word,вмешательства,3,2,486,162.0,51812,25906.0
word,внимательно,3,2,287,95.67,3224,3224.0
word,внимательность,3,2,403,134.33,412,412.0
word,возвращается,3,2,615,205.0,1320,1320.0
word,возникает,3,2,252,84.0,33262,11087.33
word,возраст,3,2,390,130.0,55392,18464.0
word,волн,3,1,619,206.33,382,382.0
word,воспалению,3,2,131,43.67,0,0
word,восстановление,3,2,441,147.0,9411,9411.0
word,вот,3,3,178,59.33,2625,1312.5
word,вредно,3,1,199,66.33,1785,595.0
word,всемирный,3,2,175,58.33,5974,1991.33
word,входят,3,2,807,269.0,2904,1452.0
word,выберите,3,2,424,141.33,23023,11511.5
word,выгодной,3,1,2555,851.67,918,918.0
word,выздоровления,3,3,500,166.67,412,412.0
word,вызывает,3,2,643,214.33,87968,43984.0
word,выполняет,3,2,375,125.0,599,599.0
word,выработку,3,1,445,148.33,11959,3986.33
word,высокий,3,2,292,97.33,0,0
word,высокое,3,3,1136,378.67,7373,7373.0
word,герой,3,2,278,92.67,39954,13318.0
word,гинекологминск,3,1,109,36.33,5872,1957.33
word,гистероскопия,3,1,1186,395.33,181417,60472.33
word,главном,3,3,503,167.67,22654,11327.0
word,глазами,3,2,1208,402.67,0,0
word,глазах,3,2,325,108.33,27,27.0
word,глазном,3,2,3198,1066.0,424838,212419.0
word,говорят,3,2,207,69.0,3778,1259.33
word,головная,3,2,555,185.0,67392,33696.0
word,голову,3,2,1777,592.33,12565,12565.0
word,головы,3,2,272,90.67,13216,6608.0
word,грамотный,3,1,178,59.33,280,280.0
word,гриппа,3,2,737,245.67,12849,12849.0
word,дарим,3,2,1343,447.67,2613,2613.0
word,дарья,3,1,148,49.33,5341,2670.5
word,два,3,3,231,77.0,5236,1745.33
word,движения,3,2,149,49.67,1854,1854.0
word,деликатных,3,2,230,76.67,34497,34497.0
word,делитесь,3,2,299,99.67,5387,5387.0
word,дело,3,2,158,52.67,3843,3843.0
word,делом,3,1,207,69.0,1065,1065.0
word,деткам,3,1,236,78.67,4604,2302.0
word,детские,3,1,144,48.0,1437,1437.0
word,детском,3,1,195,65.0,2224,1112.0
word,диагноза,3,2,139,46.33,3639,1213.0
word,диагностикой,3,2,584,194.67,1847,1847.0
word,диагностировать,3,3,348,116.0,29315,14657.5
word,диетологминск,3,1,632,210.67,1320,1320.0
word,длительной,3,3,675,225.0,18166,18166.0
word,днем,3,2,1912,637.33,2579,1289.5
word,дни,3,3,160,53.33,0,0
word,доброкачественных,3,1,1285,428.33,0,0
word,доверьте,3,3,865,288.33,3823,1911.5
word,доверьтесь,3,2,219,73.0,1126,563.0
word,доверяете,3,2,2167,722.33,1864,1864.0
word,договора,3,3,752,250.67,47481,23740.5
word,доктора,3,2,240,80.0,5184,5184.0
word,долгого,3,3,519,173.0,76054,25351.33
word,домой,3,2,1594,531.33,9411,9411.0
word,доступны,3,3,1315,438.33,1512,1512.0
word,доцент,3,2,596,198.67,338,338.0
word,друг,3,2,145,48.33,4636,2318.0
word,друга,3,2,145,48.33,4636,2318.0
word,другие,3,1,176,58.67,3539,1179.67
word,другими,3,2,170,56.67,2072,1036.0
word,души,3,2,678,226.0,46119,15373.0
word,естественного,3,1,554,184.67,10793,10793.0
word,жалоб,3,3,191,63.67,5262,1754.0
word,ждём,3,2,161,53.67,8824,8824.0
word,желания,3,3,423,141.0,5911,1970.33
word,женского,3,3,1186,395.33,99162,49581.0
word,женщин,3,3,772,257.33,784,784.0
word,жировые,3,3,288,96.0,18166,18166.0
word,жкт,3,3,668,222.67,86258,86258.0
word,заболеваниями,3,2,106,35.33,902,902.0
word,заботимся,3,2,290,96.67,2048,1024.0
word,заботьтесь,3,1,1295,431.67,197177,65725.67
word,заведующая,3,2,205,68.33,2958,1479.0
word,заключение,3,2,262,87.33,5368,1789.33
word,замечательный,3,3,160,53.33,2894,1447.0
word,занимается,3,1,597,199.0,0,0
word,запускает,3,2,307,102.33,9637,4818.5
word,защиты,3,2,1891,630.33,1332,1332.0
word,звоночки,3,1,188,62.67,4180,2090.0
word,здоровое,3,3,415,138.33,3454,3454.0
word,здоровые,3,3,186,62.0,1134,1134.0
word,знаете,3,3,175,58.33,2838,1419.0
word,зуб,3,2,168,56.0,3524,1762.0
word,игнорируйте,3,3,229,76.33,9321,4660.5
word,игорем,3,1,339,113.0,48851,16283.67
word,идеальный,3,2,306,102.0,11175,5587.5
word,идти,3,3,310,103.33,4752,2376.0
word,избежать,3,3,398,132.67,3205,1602.5
word,иммунитета,3,2,114,38.0,3452,1150.67
word,инновационная,3,2,778,259.33,4412,4412.0
word,интересным,3,3,726,242.0,5592,2796.0
word,информацию,3,3,536,178.67,1378,1378.0
word,инъекции,3,2,362,120.67,20936,20936.0
word,искренняя,3,1,207,69.0,1065,1065.0
word,использованием,3,2,232,77.33,34584,17292.0
word,использовать,3,2,254,84.67,23289,7763.0
word,используется,3,3,1021,340.33,0,0
word,исследований,3,3,329,109.67,5723,1907.67
word,июля,3,2,3302,1100.67,0,0
word,каким,3,1,187,62.33,1802,901.0
word,карты,3,2,286,95.33,23631,11815.5
word,карьере,3,1,207,69.0,1065,1065.0
word,качества,3,2,353,117.67,16383,16383.0
word,кислоты,3,2,853,284.33,5225,5225.0
word,кист,3,1,655,218.33,0,0
word,количество,3,1,728,242.67,0,0
word,коллагена,3,1,445,148.33,11959,3986.33
word,коллеги,3,2,680,226.67,5884,1961.33
word,коллектив,3,3,645,215.0,11462,3820.67
word,колоноскопию,3,2,393,131.0,15278,5092.67
word,комплексного,3,2,404,134.67,1354,1354.0
word,комфорта,3,2,103,34.33,461,461.0
word,контакт,3,2,520,173.33,16242,8121.0
word,контролировать,3,2,166,55.33,651,651.0
word,конференциях,3,1,153,51.0,0,0
word,косметика,3,2,1500,500.0,203,203.0
word,кравиру,3,1,236,78.67,4604,2302.0
word,красота,3,2,120,40.0,3009,1504.5
word,крепкого,3,1,352,117.33,2303,1151.5
word,лазера,3,2,675,225.0,38081,19040.5
word,лапароскопическим,3,1,1861,620.33,0,0
word,легких,3,2,852,284.0,6894,3447.0
word,легко,3,2,260,86.67,3388,3388.0
word,лета,3,2,1051,350.33,5915,2957.5
word,летним,3,1,154,51.33,0,0
word,лето,3,2,343,114.33,5640,2820.0
word,лечению,3,2,1454,484.67,0,0
word,либо,3,2,282,94.0,15811,5270.33
word,линз,3,1,990,330.0,70568,23522.67
word,лифтинга,3,2,384,128.0,3831,1915.5
word,лицо,3,3,371,123.67,29518,9839.33
word,личный,3,3,364,121.33,42471,21235.5
word,лор,3,2,245,81.67,2801,1400.5
word,лору,3,2,319,106.33,6863,2287.67
word,лучшие,3,3,369,123.0,6877,3438.5
word,любовью,3,2,215,71.67,1359,679.5
word,любую,3,1,153,51.0,4798,2399.0
word,люди,3,1,192,64.0,3866,1288.67
word,людям,3,2,206,68.67,501,501.0
word,малого,3,1,360,120.0,3072,3072.0
word,маммография,3,2,1100,366.67,15243,7621.5
word,манипуляции,3,1,131,43.67,0,0
word,массажа,3,2,95,31.67,1134,1134.0
word,массажиста,3,1,89,29.67,461,461.0
word,материнство,3,1,607,202.33,101521,33840.33
word,медицинской,3,3,601,200.33,1570,1570.0
word,медицину,3,3,208,69.33,5116,2558.0
word,медосмотр,3,1,95,31.67,2104,1052.0
word,меланомы,3,2,551,183.67,3809,1904.5
word,мелкие,3,3,1061,353.67,9475,4737.5
word,мерсиминск,3,1,216,72.0,5115,1705.0
word,месяц,3,3,330,110.0,11753,3917.67
word,метода,3,2,1426,475.33,66038,66038.0
word,мечта,3,1,207,69.0,1065,1065.0
word,мечтаете,3,1,467,155.67,1594,1594.0
word,микулич,3,1,359,119.67,81455,40727.5
word,минимальная,3,2,833,277.67,5225,5225.0
word,минус,3,2,1844,614.67,3439362,3439362.0
word,мифы,3,2,242,80.67,15338,5112.67
word,мне,3,2,128,42.67,899,449.5
word,многих,3,2,947,315.67,1856,928.0
word,могли,3,1,852,284.0,0,0
word,можем,3,2,173,57.67,5566,1855.33
word,мозга,3,2,1666,555.33,1378,1378.0
word,момент,3,3,600,200.0,2662,1331.0
word,моя,3,2,206,68.67,10486,3495.33
word,мрт,3,3,291,97.0,5982,2991.0
word,мужчины,3,3,408,136.0,37606,12535.33
word,нарушениями,3,1,118,39.33,0,0
word,настоящей,3,1,152,50.67,431,431.0
word,настоящему,3,3,549,183.0,12565,12565.0
word,начала,3,3,233,77.67,5744,2872.0
word,начать,3,2,833,277.67,21836,10918.0
word,начинать,3,2,300,100.0,37257,12419.0
word,нашему,3,2,229,76.33,49792,16597.33
word,невероятной,3,3,311,103.67,1071,535.5
word,невозможно,3,2,171,57.0,1894,631.33
word,неврологические,3,2,127,42.33,1798,599.33
word,неврологом,3,3,188,62.67,11848,5924.0
word,нежностью,3,2,12212,4070.67,27,27.0
word,некоторые,3,3,222,74.0,2072,1036.0
word,неловкости,3,1,154,51.33,0,0
word,немного,3,2,165,55.0,3234,1078.0
word,необходимое,3,2,270,90.0,4395,1465.0
word,необходимости,3,2,702,234.0,87770,43885.0
word,необходимых,3,2,131,43.67,1956,978.0
word,нескольких,3,3,262,87.33,23926,7975.33
word,нижней,3,2,329,109.67,34004,17002.0
word,никогда,3,3,577,192.33,4863,4863.0
word,новогоднее,3,2,703,234.33,1495,747.5
word,новогоднюю,3,3,467,155.67,2722,1361.0
word,новых,3,3,1114,371.33,9016,4508.0
word,ногтей,3,2,145,48.33,455,455.0
word,нордине,3,1,168,56.0,10105,3368.33
word,носика,3,1,2555,851.67,918,918.0
word,нужна,3,2,147,49.0,918,918.0
word,обеспечивает,3,3,1094,364.67,20936,20936.0
word,обнаружить,3,2,446,148.67,20435,10217.5
word,оборудовании,3,2,938,312.67,7266,7266.0
word,образование,3,2,906,302.0,94128,47064.0
word,обращайтесь,3,1,236,78.67,4604,2302.0
word,обрести,3,2,383,127.67,4474,2237.0
word,обследований,3,3,290,96.67,1570,1570.0
word,обслуживания,3,1,795,265.0,0,0
word,обувь,3,2,252,84.0,26886,13443.0
word,ограничено,3,1,728,242.67,0,0
word,однако,3,1,172,57.33,2816,938.67
word,одни,3,3,333,111.0,5155,5155.0
word,одним,3,3,502,167.33,6182,2060.67
word,олегович,3,2,191,63.67,1284,1284.0
word,ольгой,3,2,747,249.0,1142,1142.0
word,омоложение,3,3,287,95.67,2102,2102.0
word,опасных,3,2,169,56.33,6308,3154.0
word,оптимальный,3,3,830,276.67,133736,44578.67
word,опытных,3,3,227,75.67,1898,949.0
word,организме,3,2,115,38.33,455,455.0
word,ортопед,3,2,271,90.33,25503,12751.5
word,осени,3,2,125,41.67,4057,1352.33
word,осипенко,3,1,148,49.33,5341,2670.5
word,основе,3,2,789,263.0,497,497.0
word,особенности,3,3,656,218.67,8520,4260.0
word,остались,3,2,171,57.0,19383,9691.5
word,ответ,3,2,125,41.67,4851,1617.0
word,ответить,3,2,513,171.0,0,0
word,отдыха,3,3,126,42.0,2046,2046.0
word,отечность,3,1,1656,552.0,0,0
word,отличные,3,2,403,134.33,2036,1018.0
word,отложения,3,3,288,96.0,18166,18166.0
word,отложенное,3,1,607,202.33,101521,33840.33
word,отсутствие,3,2,294,98.0,2280,1140.0
word,оформление,3,1,795,265.0,0,0
word,оформлении,3,1,254,84.67,1650,1650.0
word,офтальмолог,3,1,3798,1266.0,487238,243619.0
word,офтальмологического,3,1,1304,434.67,2046,2046.0
word,оценить,3,2,780,260.0,30518,15259.0
word,очки,3,2,3227,1075.67,428121,142707.0
word,очков,3,1,990,330.0,70568,23522.67
word,ощущения,3,3,173,57.67,918,918.0
word,папиллом,3,1,632,210.67,0,0
word,пациенту,3,3,500,166.67,12565,12565.0
word,педиатром,3,3,118,39.33,1613,806.5
word,первых,3,1,291,97.0,3072,3072.0
word,переломов,3,2,102,34.0,362,362.0
word,переходите,3,2,459,153.0,1704,1704.0
word,персонала,3,3,342,114.0,3439362,3439362.0
word,плановый,3,2,262,87.33,40924,20462.0
word,пластическому,3,1,586,195.33,280,280.0
word,повышению,3,2,278,92.67,17100,5700.0
word,подарить,3,3,132,44.0,10793,10793.0
word,подарки,3,2,869,289.67,3777,3777.0
word,подарочный,3,3,792,264.0,0,0
word,подберут,3,2,143,47.67,564,564.0
word,подвижности,3,2,1009,336.33,1932,966.0
word,подвижность,3,2,180,60.0,642,321.0
word,поддержать,3,2,382,127.33,47320,15773.33
word,поддерживать,3,2,144,48.0,3843,3843.0
word,подобрать,3,3,439,146.33,14964,7482.0
word,подробнее,3,2,518,172.67,3388,3388.0
word,подробности,3,3,286,95.33,4238,2119.0
word,подтянуть,3,3,234,78.0,2322,2322.0
word,подход,3,3,589,196.33,7373,7373.0
word,позаботиться,3,2,2101,700.33,3620,3620.0
word,позволяют,3,2,354,118.0,1186,1186.0
word,позвоночника,3,2,139,46.33,2684,1342.0
word,позвоночнике,3,1,579,193.0,534,534.0
word,поздравления,3,2,1126,375.33,4175,2087.5
word,полезных,3,3,96,32.0,3441408,1720704.0
word,полипы,3,2,1114,371.33,176281,58760.33
word,полное,3,1,656,218.67,17281,8640.5
word,поможем,3,2,78,26.0,0,0
word,помощи,3,3,308,102.67,4187,2093.5
word,популярных,3,3,347,115.67,19651,9825.5
word,пора,3,2,497,165.67,4087,2043.5
word,последствия,3,2,76,25.33,3440419,1720209.5
word,поставить,3,2,136,45.33,1672,836.0
word,почувствовать,3,3,374,124.67,1727,863.5
word,практически,3,1,141,47.0,3117,1039.0
word,преданности,3,1,145,48.33,498,498.0
word,представлены,3,2,1510,503.33,0,0
word,предусматривает,3,1,795,265.0,0,0
word,преимуществах,3,1,340,113.33,112628,56314.0
word,преодолеваются,3,1,207,69.0,1065,1065.0
word,препарата,3,2,915,305.0,20936,20936.0
word,препараты,3,2,697,232.33,1284,1284.0
word,прививки,3,2,737,245.67,12849,12849.0
word,призвание,3,2,183,61.0,928,464.0
word,принять,3,3,171,57.0,9104,4552.0
word,присоединиться,3,2,224,74.67,3617,3617.0
word,проверить,3,2,929,309.67,4297,2148.5
word,провести,3,3,206,68.67,4995,2497.5
word,проводить,3,3,1010,336.67,6108,3054.0
word,пройдите,3,2,208,69.33,3299,3299.0
word,проктологом,3,1,377,125.67,48571,24285.5
word,против,3,3,647,215.67,1153,1153.0
word,профессионал,3,1,160,53.33,0,0
word,профессионалам,3,2,126,42.0,1435,717.5
word,профессор,3,1,342,114.0,0,0
word,проходите,3,3,376,125.33,13749,4583.0
word,процедуре,3,3,330,110.0,6842,3421.0
word,процессы,3,3,351,117.0,1570,1570.0
word,прошел,3,2,467,155.67,3172,3172.0
word,прошла,3,3,410,136.67,9040,4520.0
word,прошлом,3,3,592,197.33,67713,22571.0
word,прямо,3,1,369,123.0,4609,4609.0
word,прямого,3,1,769,256.33,6970,3485.0
word,прямом,3,1,1262,420.67,0,0
word,психолог,3,2,223,74.33,5208,2604.0
word,пупочной,3,1,4258,1419.33,0,0
word,пучинская,3,1,219,73.0,5030,1676.67
word,работают,3,2,559,186.33,5047,2523.5
word,развитие,3,2,298,99.33,3246,1623.0
word,развитию,3,2,152,50.67,0,0
word,различные,3,2,219,73.0,0,0
word,различных,3,1,1134,378.0,0,0
word,раком,3,2,344,114.67,10921,3640.33
word,рассказываем,3,2,475,158.33,21589,10794.5
word,ребенку,3,2,190,63.33,10595,3531.67
word,ребенок,3,2,147,49.0,0,0
word,ребёнка,3,3,480,160.0,8824,8824.0
word,регулярно,3,3,716,238.67,105703,52851.5
word,регулярные,3,2,414,138.0,7252,3626.0
word,рекомендуется,3,2,638,212.67,902,902.0
word,ресепшен,3,2,420,140.0,22239,22239.0
word,решать,3,2,194,64.67,2636,1318.0
word,розыгрыш,3,1,665,221.67,4497,2248.5
word,ролике,3,1,507,169.0,60487,30243.5
word,рта,3,2,374,124.67,1431,1431.0
word,рук,3,3,182,60.67,2244,2244.0
word,ручной,3,2,833,277.67,0,0
word,сами,3,2,748,249.33,564,564.0
word,самой,3,3,425,141.67,6871,3435.5
word,свежей,3,2,449,149.67,51208,25604.0
word,светлану,3,1,97,32.33,3454,3454.0
word,свободно,3,2,377,125.67,3440316,1720158.0
word,своевременное,3,2,241,80.33,7968,2656.0
word,свои,3,3,160,53.33,1921,1921.0
word,связана,3,3,212,70.67,1098,1098.0
word,связи,3,3,145,48.33,37320,18660.0
word,сделайте,3,2,346,115.33,7882,3941.0
word,седацией,3,2,418,139.33,12130,4043.33
word,симптомом,3,2,474,158.0,10765,5382.5
word,сияние,3,1,819,273.0,81455,40727.5
word,скидку,3,2,792,264.0,0,0
word,скорректировать,3,3,629,209.67,0,0
word,следует,3,3,117,39.0,1168,1168.0
word,слои,3,2,423,141.0,24087,8029.0
word,слуха,3,2,199,66.33,1306,653.0
word,случаев,3,3,791,263.67,0,0
word,случайны,3,1,219,73.0,6411,2137.0
word,сне,3,3,521,173.67,9411,9411.0
word,собрали,3,2,12323,4107.67,5478,5478.0
word,совпадения,3,1,219,73.0,6411,2137.0
word,современным,3,2,475,158.33,41034,41034.0
word,сообщить,3,2,3523,1174.33,848,848.0
word,состоит,3,2,196,65.33,15052,7526.0
word,сосудистые,3,3,345,115.0,651,651.0
word,сохраняется,3,3,784,261.33,0,0
word,спазмы,3,2,262,87.33,0,0
word,специалистам,3,1,97,32.33,3624,1812.0
word,средства,3,2,201,67.0,4580,1526.67
word,ссылка,3,2,649,216.33,17586,8793.0
word,ставьте,3,3,197,65.67,3148,1574.0
word,стажем,3,1,154,51.33,0,0
word,станет,3,2,689,229.67,7053,3526.5
word,станут,3,2,651,217.0,7158,3579.0
word,стимуляция,3,2,901,300.33,14518,14518.0
word,страха,3,1,154,51.33,0,0
word,татьяна,3,2,162,54.0,2244,2244.0
word,тему,3,2,186,62.0,10231,5115.5
word,тогда,3,2,771,257.0,1431,1431.0
word,топ,3,2,909,303.0,6047,3023.5
word,точной,3,3,402,134.0,20722,6907.33
word,тошнота,3,2,527,175.67,66956,33478.0
word,трепетом,3,1,195,65.0,2224,1112.0
word,трещин,3,1,263,87.67,34497,34497.0
word,тут,3,1,193,64.33,5280,2640.0
word,уверены,3,3,321,107.0,14211,7105.5
word,удалить,3,2,241,80.33,36871,12290.33
word,улучшается,3,2,431,143.67,18166,18166.0
word,ультразвук,3,2,846,282.0,51208,25604.0
word,ультразвукового,3,2,392,130.67,14887,7443.5
word,уменьшает,3,2,735,245.0,1512,1512.0
word,упругой,3,2,295,98.33,5686,2843.0
word,услугу,3,3,389,129.67,3777,3777.0
word,усталость,3,2,117,39.0,4304,2152.0
word,уходит,3,2,615,205.0,1320,1320.0
word,учетом,3,1,962,320.67,0,0
word,ушей,3,2,127,42.33,2421,1210.5
word,фактор,3,2,794,264.67,1946,973.0
word,фгдс,3,1,195,65.0,4214,2107.0
word,февраля,3,2,928,309.33,6856,3428.0
word,флебологам,3,2,470,156.67,0,0
word,фокусе,3,1,260,86.67,5329,2664.5
word,функции,3,3,353,117.67,362,362.0
word,хирургическими,3,1,1861,620.33,0,0
word,хирургического,3,1,1160,386.67,116271,38757.0
word,хорошо,3,2,179,59.67,6460,2153.33
word,целесообразности,3,1,1124,374.67,33417,33417.0
word,целях,3,2,217,72.33,1333,444.33
word,честные,3,1,260,86.67,5329,2664.5
word,честь,3,3,956,318.67,3120,1560.0
word,члена,3,1,388,129.33,0,0
word,шаги,3,1,145,48.33,498,498.0
word,шее,3,3,353,117.67,18704,9352.0
word,шеи,3,3,348,116.0,17790,8895.0
word,шрамов,3,2,454,151.33,20444,10222.0
word,эластичность,3,2,303,101.0,3454,3454.0
word,эндокринологу,3,1,226,75.33,4917,2458.5
word,эстетической,3,1,647,215.67,0,0
word,эта,3,2,591,197.0,3439860,1719930.0
word,эфир,3,2,567,189.0,14343,4781.0
word,эфира,3,1,769,256.33,6970,3485.0
word,эфире,3,1,1262,420.67,0,0
word,эффективнее,3,2,120,40.0,2055,1027.5
word,эффективностью,3,1,235,78.33,1854,1854.0
word,эффективный,3,2,684,228.0,67213,33606.5
word,юмора,3,2,222,74.0,2214,1107.0
word,ясность,3,3,253,84.33,5933,1977.67
word,50д,2,1,90,45.0,0,0
word,belarus,2,1,79,39.5,0,0
word,belrus,2,1,786,393.0,0,0
word,championship,2,1,79,39.5,0,0
word,cosmetolog,2,1,1245,622.5,0,0
word,e10,2,1,346,173.0,30518,15259.0
word,epiq,2,1,141,70.5,1854,1854.0
word,evinatoys,2,1,786,393.0,0,0
word,fotona,2,1,756,378.0,18342,18342.0
word,geneo,2,1,684,342.0,46796,46796.0
word,ignatenko,2,1,1436,718.0,0,0
word,kabrita,2,1,786,393.0,0,0
word,massage,2,1,79,39.5,0,0
word,nordin,2,1,27,13.5,3440146,1720073.0
word,pavlov,2,1,382,191.0,3927,3927.0
word,perspectiva,2,1,1436,718.0,0,0
word,philips,2,1,141,70.5,1854,1854.0
word,reels,2,1,107,53.5,1856,928.0
word,siemens,2,2,876,438.0,7373,7373.0
word,slivki,2,1,344,172.0,0,0
word,surgeon,2,1,382,191.0,3927,3927.0
word,talon,2,1,3191,1595.5,510723,255361.5
word,voluson,2,1,346,173.0,30518,15259.0
word,абсолютно,2,1,169,84.5,0,0
word,августа,2,1,3129,1564.5,0,0
word,аденоидов,2,1,308,154.0,1364,1364.0
word,администраторы,2,1,82,41.0,564,564.0
word,адрес,2,1,735,367.5,1854,1854.0
word,акимовой,2,1,190,95.0,6435,3217.5
word,аккаунт,2,2,549,274.5,35756,35756.0
word,аккуратно,2,1,83,41.5,2231,2231.0
word,активной,2,2,96,48.0,520,520.0
word,активности,2,1,1620,810.0,0,0
word,акустических,2,1,415,207.5,0,0
word,акцию,2,1,333,166.5,4583,4583.0
word,аллергия,2,2,104,52.0,1157,578.5
